from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,max_n_segments,input_size,num_mem_tokens,segment_ordering,model_path,sum_loss,memory_layers,share_memory_layers,reconstruction_loss_coef,num_steps,best_valid_exact_match
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,6986,14,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_6986-512-{14}seg_mem10_bs128_iters3000_regular_3-14seg_eval/run_1,False,,False,,,46.64429473876953
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs32_iters3000_regular_from_cpt_3-4/run_2,False,,False,,3000.0,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,6487,13,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_6487-512-{13}seg_mem10_bs128_iters3000_regular_5-13seg_eval/run_1,False,,False,,,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,7485,15,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs128_iters3000_regular_2-15seg_eval/run_1,False,,False,,,17.162033081054688
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,998,2,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs128_iters3000_regular_4-2seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,1497,3,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs128_iters3000_regular_6-3seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,4491,9,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs128_iters3000_regular_4-9seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,3493,7,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs32_iters3000_regular_from_cpt_6-7/run_2,False,,False,,3000.0,99.28092193603516
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,3493,7,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs128_iters3000_regular_5-7seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,4491,9,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs128_iters3000_regular_7-9seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,6487,13,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_6487-512-{13}seg_mem10_bs128_iters3000_regular_4-13seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,5489,11,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5489-512-{11}seg_mem10_bs128_iters3000_regular_4-11seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,3992,8,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3992-512-{8}seg_mem10_bs128_iters3000_regular_6-8seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,5988,12,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs128_iters3000_regular_5-12seg_eval/run_1,False,,False,,,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,7485,15,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs128_iters3000_regular_5-15seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,4491,9,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs128_iters3000_regular_5-9seg_eval/run_1,False,,False,,,99.90412139892578
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,5489,11,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5489-512-{11}seg_mem10_bs128_iters3000_regular_2-11seg_eval/run_1,False,,False,,,27.18120765686035
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,2994,6,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs128_iters3000_regular_1-6seg_eval/run_1,False,,False,,,16.874401092529297
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,499,1,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs128_iters3000_regular_7-1seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,32,1,linear,3992,8,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3992-512-{8}seg_mem10_bs128_iters3000_regular_7-8seg_eval/run_1,False,,False,,,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,31936,64,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_31936-512-{64}seg_mem10_bs128_iters3000_regular_7-64seg_eval/run_1,False,,False,,,99.85618591308594
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,5988,12,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs128_iters3000_regular_7-12seg_eval/run_1,False,,False,,,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,7485,15,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs128_iters3000_regular_6-15seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,4491,9,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs128_iters3000_regular_6-9seg_eval/run_1,False,,False,,,99.90412139892578
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_iters3000_regular_4-4seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,4990,10,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4990-512-{10}seg_mem10_bs128_iters3000_regular_3-10seg_eval/run_1,False,,False,,,78.52349090576172
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_iters3000_regular_1-4seg_eval/run_1,False,,False,,,15.771812438964844
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,5988,12,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs128_iters3000_regular_6-12seg_eval/run_1,False,,False,,,99.90412139892578
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1497,3,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs32_iters3000_regular/run_1,False,,False,,3000.0,99.80824279785156
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,1497,3,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs128_iters3000_regular_5-3seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,5489,11,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5489-512-{11}seg_mem10_bs128_iters3000_regular_6-11seg_eval/run_1,False,,False,,,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,4990,10,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4990-512-{10}seg_mem10_bs128_iters3000_regular_5-10seg_eval/run_1,False,,False,,,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,499,1,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs128_iters3000_regular_6-1seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,1497,3,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs128_iters3000_regular_4-3seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_iters3000_regular_5-4seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,4990,10,512,10,regular,../runs/curriculum_task/babilong_random/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4990-512-{10}seg_mem10_bs128_iters3000_regular_4-10seg_eval/run_1,False,,False,,,100.0
